Duration(s),ElapsedTime(s),TotalPopulation,TotalInfected,Area(m²),Density(p/m²),TotalParticles,MaximumProbableContacts,CalculateDecay,CharacteristicTime(s),MotionRadius,Atleast1pWake,Atleast1pCircular,ParticlesWakeMax,ParticlesWakeMean,ParticlesWakeMin,ParticlesWakeMedian,ParticlesWakeMode,ParticlesWakeVariance,ParticlesWakeSkewness,ParticlesWakeKurtosis,ParticlesCircularMax,ParticlesCircularMean,ParticlesCircularMin,ParticlesCircularMedian,ParticlesCircularMode,ParticlesCircularVariance,ParticlesCircularSkewness,ParticlesCircularKurtosis,MaxPDFPathogensWake,MaxPDFPathogensCircular,ParticlesWakeNZeroMax,ParticlesWakeNZeroMean,ParticlesWakeNZeroMin,ParticlesWakeNZeroMedian,ParticlesWakeNZeroMode,ParticlesWakeNZeroVariance,ParticlesWakeNZeroSkewness,ParticlesWakeNZeroKurtosis,ParticlesCircularNZeroMax,ParticlesCircularNZeroMean,ParticlesCircularNZeroMin,ParticlesCircularNZeroMedian,ParticlesCircularNZeroMode,ParticlesCircularNZeroVariance,ParticlesCircularNZeroSkewness,ParticlesCircularNZeroKurtosis,MaxPDFPathogensWakeNZero,MaxPDFPathogensCircularNZero,p_DummyCheckRandomness,Title
1200.0,68954.751,1000,1,2123.0,0.471,120000,2.89202E9,false,100.0,12.5,999,672,2277670.0,1040291.8528528529,278045.0,1008703.0,1067313.0,1.105829509897709E11,0.45362850449773634,-0.06328512667488839,1.1725212E7,1047413.0540540541,0.0,249950.0,0.0,2.5729247461457764E12,2.3695774527745455,7.594167746105111,0.2502502502502503,0.6666666666666666,2277670.0,1040291.8528528529,278045.0,1008703.0,1067313.0,1.105829509897709E11,0.45362850449773634,-0.06328512667488839,1.1725212E7,1557091.7276785714,65.0,1022085.5,770707.0,3.031994999437172E12,1.958179229380925,5.479441161406871,0.2502502502502503,0.5044642857142857,3,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|XIn=5.00 (s)|Den=0.471|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#3
1200.0,70391.277,1000,1,2123.0,0.471,120000,2.89202E9,false,100.0,12.5,999,638,2876401.0,1095943.7957957957,37769.0,1065168.0,1273358.0,2.2485991668233875E11,0.30111858487128035,-0.2881054420569318,1.5932692E7,1031143.2392392393,0.0,198249.0,0.0,3.253965518908328E12,3.1408977703218905,14.292028120507885,0.34034034034034033,0.8988988988988988,2876401.0,1095943.7957957957,37769.0,1065168.0,1273358.0,2.2485991668233875E11,0.30111858487128035,-0.2881054420569318,1.5932692E7,1614595.7617554858,3.0,904027.5,3621522.0,4.1545307487987505E12,2.603463824955013,10.130516920652466,0.34034034034034033,0.7429467084639498,5,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|XIn=5.00 (s)|Den=0.471|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#5
1200.0,70567.136,1000,1,2123.0,0.471,120000,2.89202E9,false,100.0,12.5,999,660,3593005.0,1074385.2842842843,78145.0,960453.0,1685822.0,3.756193115399471E11,0.8477913014396984,0.4081282539845188,2.1989205E7,1100443.2142142141,0.0,279807.0,0.0,3.4248168876866553E12,3.4323388354859694,21.221232257830664,0.2932932932932933,0.8488488488488488,3593005.0,1074385.2842842843,78145.0,960453.0,1685822.0,3.756193115399471E11,0.8477913014396984,0.4081282539845188,2.1989205E7,1665670.8651515152,48.0,974593.0,201889.0,4.24368485870117E12,3.004719867952298,17.138341540424584,0.2932932932932933,0.646969696969697,2,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|XIn=5.00 (s)|Den=0.471|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#2
1200.0,70646.417,1000,1,2123.0,0.471,120000,2.89202E9,false,100.0,12.5,999,678,2570497.0,1068390.3323323324,36046.0,1032890.0,1947964.0,2.3997695333099356E11,0.3045791336065693,-0.49887918739152814,1.0355194E7,1068449.6916916918,0.0,291022.0,0.0,2.719679812690545E12,2.275141225685232,6.131897428698013,0.34634634634634637,0.7867867867867868,2570497.0,1068390.3323323324,36046.0,1032890.0,1947964.0,2.3997695333099356E11,0.3045791336065693,-0.49887918739152814,1.0355194E7,1574308.616519174,6.0,959737.0,6.0,3.2116634056219126E12,1.8449143216147141,4.032592510040003,0.34634634634634637,0.4778761061946903,1,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|XIn=5.00 (s)|Den=0.471|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#1
1200.0,70751.433,1000,1,2123.0,0.471,120000,2.89202E9,false,100.0,12.5,999,683,3137583.0,1053634.015015015,146180.0,954242.0,1347895.0,3.232958112527184E11,0.8466326515972236,0.45056305615107695,1.1923155E7,978318.0210210211,0.0,299843.0,0.0,2.3633139896772563E12,2.6268849588964915,9.250666545071168,0.2672672672672673,0.7557557557557557,3137583.0,1053634.015015015,146180.0,954242.0,1347895.0,3.232958112527184E11,0.8466326515972236,0.45056305615107695,1.1923155E7,1430951.2489019034,85.0,922108.0,834708.0,2.809693456294526E12,2.2282740991963896,6.792807366218234,0.2672672672672673,0.6427525622254758,4,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|XIn=5.00 (s)|Den=0.471|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#4
