time(s),Duration(s),ElapsedTime(s),TotalPopulation,TotalInfected,Area(m²),Density(p/m²),TotalParticles,MaximumProbableContacts,CalculateDecay,CharacteristicTime(s),MotionRadius,Atleast1pWake,Atleast1pCircular,ParticlesWakeMax,ParticlesWakeMean,ParticlesWakeMin,ParticlesWakeMedian,ParticlesWakeMode,ParticlesWakeVariance,ParticlesWakeSkewness,ParticlesWakeKurtosis,ParticlesCircularMax,ParticlesCircularMean,ParticlesCircularMin,ParticlesCircularMedian,ParticlesCircularMode,ParticlesCircularVariance,ParticlesCircularSkewness,ParticlesCircularKurtosis,ParticlesWakeNZeroMax,ParticlesWakeNZeroMean,ParticlesWakeNZeroMin,ParticlesWakeNZeroMedian,ParticlesWakeNZeroMode,ParticlesWakeNZeroVariance,ParticlesWakeNZeroSkewness,ParticlesWakeNZeroKurtosis,ParticlesCircularNZeroMax,ParticlesCircularNZeroMean,ParticlesCircularNZeroMin,ParticlesCircularNZeroMedian,ParticlesCircularNZeroMode,ParticlesCircularNZeroVariance,ParticlesCircularNZeroSkewness,ParticlesCircularNZeroKurtosis,p_DummyCheckRandomness,Title
1128,1200,0,1000,1,2123,0.471,112500,1.02E+08,FALSE,100,12.5,999,225,128562,38185.18719,1707,33769,14849,5.21E+08,0.879880938,0.503829496,256121,8119.244244,0,0,0,5.41E+08,5.21745341,38.52487083,128562,38185.18719,1707,33769,14849,5.21E+08,0.879880938,0.503829496,256121,36049.44444,226,25010,33143,1.40E+09,2.983376611,12.38525796,8,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#8
1137,1200,0,1000,1,2123,0.471,113000,1.04E+08,FALSE,100,12.5,999,210,132576,36520.97698,257,31555,71810,5.75E+08,0.872582804,0.368888869,186165,6874.795796,0,0,0,3.83E+08,4.29836304,23.83176284,132576,36520.97698,257,31555,71810,5.75E+08,0.872582804,0.368888869,186165,32704.38571,75,25440,34039,9.81E+08,2.022484283,5.474545856,6,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#6
1127,1200,0,1000,1,2123,0.471,112500,1.02E+08,FALSE,100,12.5,999,231,82191,37831.17718,10491,36942,31009,1.32E+08,0.236356246,-0.21259781,272802,7950.961962,0,0,0,5.35E+08,4.810020097,31.95783563,82191,37831.17718,10491,36942,31009,1.32E+08,0.236356246,-0.21259781,272802,34385.329,71,21855,35639,1.41E+09,2.466055493,8.915734804,7,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#7
1125,1200,0,1000,1,2123,0.471,112000,1.02E+08,FALSE,100,12.5,999,216,108865,38028.42743,4616,35087,7976,3.53E+08,0.69609549,0.291580407,225505,6939.081081,0,0,0,4.15E+08,5.02774054,34.82001994,108865,38028.42743,4616,35087,7976,3.53E+08,0.69609549,0.291580407,225505,32093.25,87,23285.5,8316,1.12E+09,2.652876964,9.809914586,5,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#5
1129,1200,0,1000,1,2123,0.471,112500,1.02E+08,FALSE,100,12.5,999,225,128586,38251.3023,1707,33835,22950,5.22E+08,0.878904978,0.500557933,256121,8119.244244,0,0,0,5.41E+08,5.21745341,38.52487083,128586,38251.3023,1707,33835,22950,5.22E+08,0.878904978,0.500557933,256121,36049.44444,226,25010,33143,1.40E+09,2.983376611,12.38525796,8,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#8
1138,1200,0,1000,1,2123,0.471,113000,1.04E+08,FALSE,100,12.5,999,210,132682,36583.19319,258,31632,18246,5.76E+08,0.871577741,0.367216442,186165,6874.795796,0,0,0,3.83E+08,4.29836304,23.83176284,132682,36583.19319,258,31632,18246,5.76E+08,0.871577741,0.367216442,186165,32704.38571,75,25440,34039,9.81E+08,2.022484283,5.474545856,6,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#6
1128,1200,0,1000,1,2123,0.471,112500,1.02E+08,FALSE,100,12.5,999,231,82350,37901.06907,10520,37044,28387,1.32E+08,0.235610452,-0.209637271,272802,7950.961962,0,0,0,5.35E+08,4.810020097,31.95783563,82350,37901.06907,10520,37044,28387,1.32E+08,0.235610452,-0.209637271,272802,34385.329,71,21855,35639,1.41E+09,2.466055493,8.915734804,7,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#7
1126,1200,0,1000,1,2123,0.471,112500,1.02E+08,FALSE,100,12.5,999,217,108966,38096.91692,4616,35163,46228,3.54E+08,0.694290398,0.289266389,225505,6973.315315,0,0,0,4.16E+08,5.012532691,34.66307321,108966,38096.91692,4616,35163,46228,3.54E+08,0.694290398,0.289266389,225505,32102.95853,87,23588,8316,1.11E+09,2.657970808,9.864592704,5,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#5
1130,1200,0,1000,1,2123,0.471,112500,1.03E+08,FALSE,100,12.5,999,225,128691,38318.7988,1707,33949,22593,5.23E+08,0.878314638,0.498822895,256121,8119.244244,0,0,0,5.41E+08,5.21745341,38.52487083,128691,38318.7988,1707,33949,22593,5.23E+08,0.878314638,0.498822895,256121,36049.44444,226,25010,33143,1.40E+09,2.983376611,12.38525796,8,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#8
1139,1200,0,1000,1,2123,0.471,113000,1.04E+08,FALSE,100,12.5,999,210,132841,36645.33333,267,31707,77578,5.77E+08,0.870626706,0.365401885,186165,6874.795796,0,0,0,3.83E+08,4.29836304,23.83176284,132841,36645.33333,267,31707,77578,5.77E+08,0.870626706,0.365401885,186165,32704.38571,75,25440,34039,9.81E+08,2.022484283,5.474545856,6,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#6
1129,1200,0,1000,1,2123,0.471,112500,1.02E+08,FALSE,100,12.5,999,232,82476,37970.59259,10528,37100,36870,1.32E+08,0.235050517,-0.208501857,272802,7990.49049,0,0,0,5.36E+08,4.79492359,31.80686253,82476,37970.59259,10528,37100,36870,1.32E+08,0.235050517,-0.208501857,272802,34407.32759,71,22118.5,35639,1.40E+09,2.469253575,8.958701814,7,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#7
1127,1200,0,1000,1,2123,0.471,112500,1.02E+08,FALSE,100,12.5,999,217,109076,38167.61762,4616,35235,40384,3.54E+08,0.692630424,0.287476856,225505,7049.782783,0,0,0,4.26E+08,4.950503825,33.47705108,109076,38167.61762,4616,35235,40384,3.54E+08,0.692630424,0.287476856,225505,32454.99078,87,23588,8316,1.14E+09,2.586475026,9.258466114,5,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#5
1131,1200,0,1000,1,2123,0.471,113000,1.03E+08,FALSE,100,12.5,999,225,128820,38388.49049,1707,34006,25985,5.24E+08,0.877618912,0.496828351,256121,8119.244244,0,0,0,5.41E+08,5.21745341,38.52487083,128820,38388.49049,1707,34006,25985,5.24E+08,0.877618912,0.496828351,256121,36049.44444,226,25010,33143,1.40E+09,2.983376611,12.38525796,8,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#8
1140,1200,0,1000,1,2123,0.471,113000,1.04E+08,FALSE,100,12.5,999,210,132959,36710.00901,267,31721,43332,5.79E+08,0.869676752,0.362707074,186165,6874.795796,0,0,0,3.83E+08,4.29836304,23.83176284,132959,36710.00901,267,31721,43332,5.79E+08,0.869676752,0.362707074,186165,32704.38571,75,25440,34039,9.81E+08,2.022484283,5.474545856,6,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#6
1130,1200,0,1000,1,2123,0.471,112500,1.03E+08,FALSE,100,12.5,999,232,82529,38039.27327,10535,37162,33931,1.32E+08,0.233859209,-0.208155083,272802,7990.49049,0,0,0,5.36E+08,4.79492359,31.80686253,82529,38039.27327,10535,37162,33931,1.32E+08,0.233859209,-0.208155083,272802,34407.32759,71,22118.5,35639,1.40E+09,2.469253575,8.958701814,7,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#7
1128,1200,0,1000,1,2123,0.471,112500,1.02E+08,FALSE,100,12.5,999,217,109250,38235.32633,4616,35345,16311,3.55E+08,0.69107348,0.286604352,225505,7049.782783,0,0,0,4.26E+08,4.950503825,33.47705108,109250,38235.32633,4616,35345,16311,3.55E+08,0.69107348,0.286604352,225505,32454.99078,87,23588,8316,1.14E+09,2.586475026,9.258466114,5,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#5
1132,1200,0,1000,1,2123,0.471,113000,1.03E+08,FALSE,100,12.5,999,225,128927,38457.12613,1707,34062,47937,5.25E+08,0.87730663,0.49515481,256121,8119.244244,0,0,0,5.41E+08,5.21745341,38.52487083,128927,38457.12613,1707,34062,47937,5.25E+08,0.87730663,0.49515481,256121,36049.44444,226,25010,33143,1.40E+09,2.983376611,12.38525796,8,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#8
1141,1200,0,1000,1,2123,0.471,113500,1.05E+08,FALSE,100,12.5,999,210,133017,36774.29329,267,31769,28331,5.80E+08,0.868589194,0.359438797,186165,6874.795796,0,0,0,3.83E+08,4.29836304,23.83176284,133017,36774.29329,267,31769,28331,5.80E+08,0.868589194,0.359438797,186165,32704.38571,75,25440,34039,9.81E+08,2.022484283,5.474545856,6,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#6
1131,1200,0,1000,1,2123,0.471,113000,1.03E+08,FALSE,100,12.5,999,232,82604,38108.95195,10535,37259,41195,1.32E+08,0.233012753,-0.206385231,272802,7990.49049,0,0,0,5.36E+08,4.79492359,31.80686253,82604,38108.95195,10535,37259,41195,1.32E+08,0.233012753,-0.206385231,272802,34407.32759,71,22118.5,35639,1.40E+09,2.469253575,8.958701814,7,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#7
1129,1200,0,1000,1,2123,0.471,112500,1.02E+08,FALSE,100,12.5,999,217,109515,38303.62462,4616,35411,18530,3.55E+08,0.68986501,0.287661649,225505,7160.315315,0,0,0,4.42E+08,4.891517135,32.14311084,109515,38303.62462,4616,35411,18530,3.55E+08,0.68986501,0.287661649,225505,32963.84793,87,23588,8316,1.19E+09,2.509068904,8.506947304,5,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#5
1133,1200,0,1000,1,2123,0.471,113000,1.03E+08,FALSE,100,12.5,999,225,128975,38526.78078,1707,34257,80654,5.27E+08,0.876272333,0.490609923,256121,8119.244244,0,0,0,5.41E+08,5.21745341,38.52487083,128975,38526.78078,1707,34257,80654,5.27E+08,0.876272333,0.490609923,256121,36049.44444,226,25010,33143,1.40E+09,2.983376611,12.38525796,8,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#8
1142,1200,0,1000,1,2123,0.471,113500,1.05E+08,FALSE,100,12.5,999,210,133109,36837.11011,267,31786,31721,5.81E+08,0.867914498,0.35779988,186165,6874.795796,0,0,0,3.83E+08,4.29836304,23.83176284,133109,36837.11011,267,31786,31721,5.81E+08,0.867914498,0.35779988,186165,32704.38571,75,25440,34039,9.81E+08,2.022484283,5.474545856,6,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#6
1132,1200,0,1000,1,2123,0.471,113000,1.03E+08,FALSE,100,12.5,999,233,82730,38179.42142,10545,37372,52676,1.33E+08,0.231977439,-0.205509849,272802,8010.055055,0,0,0,5.36E+08,4.791617136,31.78162005,82730,38179.42142,10545,37372,52676,1.33E+08,0.231977439,-0.205509849,272802,34343.54077,71,21855,35639,1.40E+09,2.476872402,9.010408448,7,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#7
1130,1200,0,1000,1,2123,0.471,112500,1.03E+08,FALSE,100,12.5,999,217,109685,38372.42142,4616,35480,36546,3.56E+08,0.688714978,0.288080778,225505,7160.315315,0,0,0,4.42E+08,4.891517135,32.14311084,109685,38372.42142,4616,35480,36546,3.56E+08,0.688714978,0.288080778,225505,32963.84793,87,23588,8316,1.19E+09,2.509068904,8.506947304,5,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#5
1134,1200,0,1000,1,2123,0.471,113000,1.03E+08,FALSE,100,12.5,999,225,129030,38595.15516,1707,34370,10259,5.28E+08,0.875505571,0.486617589,256121,8119.244244,0,0,0,5.41E+08,5.21745341,38.52487083,129030,38595.15516,1707,34370,10259,5.28E+08,0.875505571,0.486617589,256121,36049.44444,226,25010,33143,1.40E+09,2.983376611,12.38525796,8,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#8
1143,1200,0,1000,1,2123,0.471,113500,1.05E+08,FALSE,100,12.5,999,210,133216,36898.61662,269,31872,10208,5.83E+08,0.867549824,0.358122916,186165,6874.795796,0,0,0,3.83E+08,4.29836304,23.83176284,133216,36898.61662,269,31872,10208,5.83E+08,0.867549824,0.358122916,186165,32704.38571,75,25440,34039,9.81E+08,2.022484283,5.474545856,6,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#6
1133,1200,0,1000,1,2123,0.471,113000,1.03E+08,FALSE,100,12.5,999,233,82802,38249.42242,10547,37435,33158,1.33E+08,0.230537665,-0.205781994,272802,8047.167167,0,0,0,5.38E+08,4.766125141,31.48216567,82802,38249.42242,10547,37435,33158,1.33E+08,0.230537665,-0.205781994,272802,34502.66094,71,22382,35639,1.40E+09,2.462073896,8.947940753,7,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#7
1131,1200,0,1000,1,2123,0.471,113000,1.03E+08,FALSE,100,12.5,999,218,109800,38441.16316,4616,35527,59521,3.56E+08,0.68714688,0.287431255,225505,7177.312312,0,0,0,4.42E+08,4.888482318,32.12011651,109800,38441.16316,4616,35527,59521,3.56E+08,0.68714688,0.287431255,225505,32890.52752,87,23285.5,8316,1.18E+09,2.517014487,8.558205896,5,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#5
1135,1200,0,1000,1,2123,0.471,113000,1.04E+08,FALSE,100,12.5,999,226,129117,38661.49149,1707,34486,25634,5.29E+08,0.874701813,0.482876942,256121,8138.439439,0,0,0,5.41E+08,5.214311604,38.49900771,129117,38661.49149,1707,34486,25634,5.29E+08,0.874701813,0.482876942,256121,35974.78319,226,24749,33143,1.39E+09,2.991495499,12.44898548,8,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#8
1144,1200,0,1000,1,2123,0.471,113500,1.05E+08,FALSE,100,12.5,999,210,133334,36963.15616,269,31928,31721,5.84E+08,0.867243285,0.35887138,186165,6874.795796,0,0,0,3.83E+08,4.29836304,23.83176284,133334,36963.15616,269,31928,31721,5.84E+08,0.867243285,0.35887138,186165,32704.38571,75,25440,34039,9.81E+08,2.022484283,5.474545856,6,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#6
1134,1200,0,1000,1,2123,0.471,113000,1.03E+08,FALSE,100,12.5,999,233,82910,38318.61962,10588,37470,48903,1.33E+08,0.229256702,-0.206482776,272802,8047.167167,0,0,0,5.38E+08,4.766125141,31.48216567,82910,38318.61962,10588,37470,48903,1.33E+08,0.229256702,-0.206482776,272802,34502.66094,71,22382,35639,1.40E+09,2.462073896,8.947940753,7,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#7
1132,1200,0,1000,1,2123,0.471,113000,1.03E+08,FALSE,100,12.5,999,218,109922,38510.56256,4616,35607,32324,3.57E+08,0.685786722,0.286400337,225505,7177.312312,0,0,0,4.42E+08,4.888482318,32.12011651,109922,38510.56256,4616,35607,32324,3.57E+08,0.685786722,0.286400337,225505,32890.52752,87,23285.5,8316,1.18E+09,2.517014487,8.558205896,5,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#5
1136,1200,0,1000,1,2123,0.471,113500,1.04E+08,FALSE,100,12.5,999,227,129327,38728.32933,1707,34501,28354,5.30E+08,0.874133874,0.479974841,256121,8210.598599,0,0,0,5.44E+08,5.174942061,38.03368871,129327,38728.32933,1707,34501,28354,5.30E+08,0.874133874,0.479974841,256121,36133.86784,226,25079,33143,1.39E+09,2.985699167,12.46240544,8,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#8
1145,1200,0,1000,1,2123,0.471,113500,1.05E+08,FALSE,100,12.5,999,210,133380,37027.07407,269,32078,23494,5.86E+08,0.866896228,0.358975846,186165,6874.795796,0,0,0,3.83E+08,4.29836304,23.83176284,133380,37027.07407,269,32078,23494,5.86E+08,0.866896228,0.358975846,186165,32704.38571,75,25440,34039,9.81E+08,2.022484283,5.474545856,6,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#6
1135,1200,0,1000,1,2123,0.471,113000,1.04E+08,FALSE,100,12.5,999,233,82971,38387.22122,10616,37512,30435,1.33E+08,0.228076232,-0.207045547,272802,8047.167167,0,0,0,5.38E+08,4.766125141,31.48216567,82971,38387.22122,10616,37512,30435,1.33E+08,0.228076232,-0.207045547,272802,34502.66094,71,22382,35639,1.40E+09,2.462073896,8.947940753,7,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#7
1133,1200,0,1000,1,2123,0.471,113000,1.03E+08,FALSE,100,12.5,999,218,110037,38581.23524,4616,35665,18701,3.58E+08,0.684579807,0.285382143,225505,7210.795796,0,0,0,4.44E+08,4.860875239,31.7889871,110037,38581.23524,4616,35665,18701,3.58E+08,0.684579807,0.285382143,225505,33043.96789,87,23911.5,8316,1.18E+09,2.499935828,8.482993352,5,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#5
1137,1200,0,1000,1,2123,0.471,113500,1.04E+08,FALSE,100,12.5,999,227,129518,38794.86987,1707,34512,27074,5.32E+08,0.873283764,0.476482247,256121,8210.598599,0,0,0,5.44E+08,5.174942061,38.03368871,129518,38794.86987,1707,34512,27074,5.32E+08,0.873283764,0.476482247,256121,36133.86784,226,25079,33143,1.39E+09,2.985699167,12.46240544,8,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#8
1146,1200,0,1000,1,2123,0.471,114000,1.06E+08,FALSE,100,12.5,999,210,133431,37092.04905,269,32100,22278,5.87E+08,0.866266964,0.357654075,186165,6874.795796,0,0,0,3.83E+08,4.29836304,23.83176284,133431,37092.04905,269,32100,22278,5.87E+08,0.866266964,0.357654075,186165,32704.38571,75,25440,34039,9.81E+08,2.022484283,5.474545856,6,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#6
1136,1200,0,1000,1,2123,0.471,113500,1.04E+08,FALSE,100,12.5,999,233,83074,38455.8999,10652,37608,32743,1.33E+08,0.227435616,-0.20592366,272802,8047.167167,0,0,0,5.38E+08,4.766125141,31.48216567,83074,38455.8999,10652,37608,32743,1.33E+08,0.227435616,-0.20592366,272802,34502.66094,71,22382,35639,1.40E+09,2.462073896,8.947940753,7,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#7
1134,1200,0,1000,1,2123,0.471,113000,1.03E+08,FALSE,100,12.5,999,218,110132,38652.68969,4616,35825,33350,3.58E+08,0.683199736,0.283508997,225505,7244.019019,0,0,0,4.48E+08,4.831242514,31.28705627,110132,38652.68969,4616,35825,33350,3.58E+08,0.683199736,0.283508997,225505,33196.2156,87,23911.5,8316,1.20E+09,2.467490881,8.243814024,5,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#5
1138,1200,0,1000,1,2123,0.471,113500,1.04E+08,FALSE,100,12.5,999,227,129656,38865.48749,1707,34526,23042,5.33E+08,0.872340805,0.472840512,256121,8229.51952,0,0,0,5.46E+08,5.156584559,37.75048631,129656,38865.48749,1707,34526,23042,5.33E+08,0.872340805,0.472840512,256121,36217.13656,226,25079,33143,1.39E+09,2.968325334,12.34120281,8,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#8
1147,1200,0,1000,1,2123,0.471,114000,1.06E+08,FALSE,100,12.5,999,211,133505,37153.13614,269,32123,60295,5.88E+08,0.865365143,0.355246147,186165,6910.462462,0,0,0,3.84E+08,4.283017635,23.69615941,133505,37153.13614,269,32123,60295,5.88E+08,0.865365143,0.355246147,186165,32718.25592,75,25623,34039,9.76E+08,2.025757665,5.509963339,6,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#6
1137,1200,0,1000,1,2123,0.471,113500,1.04E+08,FALSE,100,12.5,999,233,83160,38525.71271,10673,37635,35846,1.34E+08,0.226957481,-0.205653248,272802,8047.167167,0,0,0,5.38E+08,4.766125141,31.48216567,83160,38525.71271,10673,37635,35846,1.34E+08,0.226957481,-0.205653248,272802,34502.66094,71,22382,35639,1.40E+09,2.462073896,8.947940753,7,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#7
1135,1200,0,1000,1,2123,0.471,113000,1.04E+08,FALSE,100,12.5,999,218,110265,38723.14815,4616,35880,33361,3.59E+08,0.681457905,0.281616127,225505,7244.019019,0,0,0,4.48E+08,4.831242514,31.28705627,110265,38723.14815,4616,35880,33361,3.59E+08,0.681457905,0.281616127,225505,33196.2156,87,23911.5,8316,1.20E+09,2.467490881,8.243814024,5,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#5
1139,1200,0,1000,1,2123,0.471,113500,1.04E+08,FALSE,100,12.5,999,227,129809,38935.03303,1707,34548,39872,5.34E+08,0.871226804,0.468967664,256121,8264.498498,0,0,0,5.51E+08,5.126977042,37.14325657,129809,38935.03303,1707,34548,39872,5.34E+08,0.871226804,0.468967664,256121,36371.07489,226,25079,33143,1.41E+09,2.930081908,11.98884351,8,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#8
