time(s),Duration(s),ElapsedTime(s),TotalPopulation,TotalInfected,Area(m²),Density(p/m²),TotalParticles,MaximumProbableContacts,CalculateDecay,CharacteristicTime(s),MotionRadius,Atleast1pWake,Atleast1pCircular,ParticlesWakeMax,ParticlesWakeMean,ParticlesWakeMin,ParticlesWakeMedian,ParticlesWakeMode,ParticlesWakeVariance,ParticlesWakeSkewness,ParticlesWakeKurtosis,ParticlesCircularMax,ParticlesCircularMean,ParticlesCircularMin,ParticlesCircularMedian,ParticlesCircularMode,ParticlesCircularVariance,ParticlesCircularSkewness,ParticlesCircularKurtosis,ParticlesWakeNZeroMax,ParticlesWakeNZeroMean,ParticlesWakeNZeroMin,ParticlesWakeNZeroMedian,ParticlesWakeNZeroMode,ParticlesWakeNZeroVariance,ParticlesWakeNZeroSkewness,ParticlesWakeNZeroKurtosis,ParticlesCircularNZeroMax,ParticlesCircularNZeroMean,ParticlesCircularNZeroMin,ParticlesCircularNZeroMedian,ParticlesCircularNZeroMode,ParticlesCircularNZeroVariance,ParticlesCircularNZeroSkewness,ParticlesCircularNZeroKurtosis,p_DummyCheckRandomness,Title
306,1200,0,1000,1,2123,0.471,30500,7614400,FALSE,100,12.5,973,68,14075,2723.027027,0,1679,0,8172550.82,1.264957589,0.949704636,21855,417.2782783,0,0,0,4365384.9,6.428636287,46.65737937,14075,2795.790339,1,1785,119,8187517.89,1.241942598,0.888331588,21855,6130.308824,71,4567.5,545,2.95E+07,1.146788677,0.747069597,7,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#7
306,1200,0,1000,1,2123,0.471,30500,7614400,FALSE,100,12.5,939,57,20132,2499.496496,0,793,0,1.24E+07,1.916796352,3.495845443,46653,407.2392392,0,0,0,6050642.236,10.21562911,146.30054,20132,2659.208733,1,961,4,1.28E+07,1.839368797,3.162099653,46653,7137.403509,87,4545,558,5.89E+07,2.760201583,11.66449925,5,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#5
307,1200,0,1000,1,2123,0.471,30500,7664000,FALSE,100,12.5,973,68,14117,2742.132132,0,1705,0,8261140.205,1.25902917,0.925991795,21855,417.2782783,0,0,0,4365384.9,6.428636287,46.65737937,14117,2815.405961,2,1785,119,8275609.394,1.236014594,0.864951807,21855,6130.308824,71,4567.5,545,2.95E+07,1.146788677,0.747069597,7,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#7
306,1200,0,1000,1,2123,0.471,30500,7614400,FALSE,100,12.5,974,53,22949,2705.556557,0,1229,0,1.24E+07,1.948988667,4.099431858,33524,412.9319319,0,0,0,5644020.424,7.995491158,77.03646242,22949,2775.001027,2,1296.5,76,1.25E+07,1.92169058,3.974858412,33524,7783.377358,82,6108,665,4.99E+07,1.607214522,2.842680119,8,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#8
316,1200,0,1000,1,2123,0.471,31000,8116000,FALSE,100,12.5,925,60,19975,2852.873874,0,1362,0,1.19E+07,1.515967059,1.917447041,46814,527.5145145,0,0,0,9603301.967,9.137778418,103.0328279,19975,3081.103784,1,1689,3,1.22E+07,1.434173009,1.657799578,46814,8783.116667,75,6194.5,34223,8.87E+07,2.258527051,5.733825554,6,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#6
307,1200,0,1000,1,2123,0.471,30500,7664000,FALSE,100,12.5,941,57,20152,2516.055055,0,796,0,1.26E+07,1.914635648,3.488617171,46653,407.2392392,0,0,0,6050642.236,10.21562911,146.30054,20152,2671.136026,1,956,4,1.29E+07,1.839953335,3.166814585,46653,7137.403509,87,4545,558,5.89E+07,2.760201583,11.66449925,5,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#5
307,1200,0,1000,1,2123,0.471,30500,7664000,FALSE,100,12.5,975,53,22985,2723.856857,0,1238,0,1.25E+07,1.939775938,4.046084267,33524,418.2882883,0,0,0,5748744.426,7.885667985,74.73013227,22985,2790.905641,2,1299,4,1.26E+07,1.913614165,3.927377722,33524,7884.339623,82,6108,665,5.03E+07,1.547069616,2.636762147,8,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#8
308,1200,0,1000,1,2123,0.471,30500,7713600,FALSE,100,12.5,975,69,14271,2760.507508,0,1709,0,8348345.276,1.256761756,0.919474863,21855,422.1251251,0,0,0,4384804.312,6.388499652,46.17910527,14271,2828.458462,1,1791,3,8361660.212,1.235544984,0.863297594,21855,6111.637681,71,4747,545,2.91E+07,1.163867372,0.812553987,7,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#7
317,1200,0,1000,1,2123,0.471,31000,8167200,FALSE,100,12.5,926,60,19975,2870.543544,0,1407,0,1.20E+07,1.512628393,1.904314695,46814,537.986987,0,0,0,9900310.584,8.93205841,98.03811185,19975,3096.839093,1,1691,3,1.23E+07,1.432196382,1.649520096,46814,8957.483333,75,6194.5,34223,9.08E+07,2.153087747,5.197667269,6,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#6
308,1200,0,1000,1,2123,0.471,30500,7713600,FALSE,100,12.5,977,53,23023,2741.870871,0,1241,0,1.26E+07,1.932407222,4.00443751,33524,418.2882883,0,0,0,5748744.426,7.885667985,74.73013227,23023,2803.612078,2,1299,4,1.27E+07,1.908463038,3.896250127,33524,7884.339623,82,6108,665,5.03E+07,1.547069616,2.636762147,8,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#8
309,1200,0,1000,1,2123,0.471,30500,7763200,FALSE,100,12.5,976,69,14421,2778.893894,0,1731,0,8439996.634,1.254128952,0.909884632,21855,426.6306306,0,0,0,4503175.4,6.378689547,45.65594147,14421,2844.380123,1,1803,3,8452635.218,1.233814003,0.856203029,21855,6176.869565,71,4747,545,3.00E+07,1.141367712,0.644313292,7,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#7
308,1200,0,1000,1,2123,0.471,30500,7713600,FALSE,100,12.5,943,57,20163,2533.12012,0,799,0,1.27E+07,1.909743129,3.466566624,46653,407.2392392,0,0,0,6050642.236,10.21562911,146.30054,20163,2683.549311,1,961,55,1.30E+07,1.837789643,3.157203819,46653,7137.403509,87,4545,558,5.89E+07,2.760201583,11.66449925,5,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#5
318,1200,0,1000,1,2123,0.471,31000,8218400,FALSE,100,12.5,928,60,19975,2888.530531,0,1432,0,1.21E+07,1.508298193,1.883266273,46814,537.986987,0,0,0,9900310.584,8.93205841,98.03811185,19975,3109.528017,1,1692.5,419,1.24E+07,1.430195674,1.636411953,46814,8957.483333,75,6194.5,34223,9.08E+07,2.153087747,5.197667269,6,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#6
310,1200,0,1000,1,2123,0.471,30500,7812800,FALSE,100,12.5,976,69,14462,2797.777778,0,1731,0,8528987.91,1.249650058,0.891046336,21855,426.6306306,0,0,0,4503175.4,6.378689547,45.65594147,14462,2863.709016,2,1815,3,8541183.017,1.229359843,0.837608229,21855,6176.869565,71,4747,545,3.00E+07,1.141367712,0.644313292,7,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#7
309,1200,0,1000,1,2123,0.471,30500,7763200,FALSE,100,12.5,945,57,20195,2549.696697,0,806,0,1.28E+07,1.906539363,3.456972968,46653,407.2392392,0,0,0,6050642.236,10.21562911,146.30054,20195,2695.393651,1,961,4,1.32E+07,1.837300985,3.15961638,46653,7137.403509,87,4545,558,5.89E+07,2.760201583,11.66449925,5,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#5
309,1200,0,1000,1,2123,0.471,30500,7763200,FALSE,100,12.5,978,54,23205,2759.875876,0,1252,0,1.27E+07,1.927124563,3.985034255,33524,433.5105105,0,0,0,5967481.445,7.660130809,70.29761764,23205,2819.137014,2,1305.5,4,1.28E+07,1.904324658,3.882364518,33524,8019.944444,82,6245.5,665,5.04E+07,1.476812202,2.408130233,8,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#8
319,1200,0,1000,1,2123,0.471,31000,8269600,FALSE,100,12.5,930,61,19975,2906.744745,0,1463,0,1.22E+07,1.504161881,1.866013543,46814,548.3963964,0,0,0,9997346.556,8.822895191,96.0647169,19975,3122.406452,1,1701,3,1.25E+07,1.428432653,1.627229117,46814,8981.114754,75,6242,34223,8.93E+07,2.16109354,5.298039463,6,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#6
310,1200,0,1000,1,2123,0.471,30500,7812800,FALSE,100,12.5,945,58,20263,2565.965966,0,820,0,1.29E+07,1.902489987,3.440032574,46653,446.8028028,0,0,0,7447901.766,9.884076164,127.1745233,20263,2712.592593,1,977,4,1.33E+07,1.83341018,3.144041628,46653,7695.793103,87,4613.5,558,7.36E+07,2.496219723,8.205336397,5,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#5
311,1200,0,1000,1,2123,0.471,31000,7863200,FALSE,100,12.5,976,69,14467,2816.895896,0,1735,0,8614139.412,1.244456046,0.870817784,21855,431.5625626,0,0,0,4571071.27,6.305092472,44.51173163,14467,2883.277664,2,1826.5,3,8625751.378,1.224199849,0.817702001,21855,6248.275362,71,4747,545,3.02E+07,1.096707137,0.546088535,7,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#7
310,1200,0,1000,1,2123,0.471,30500,7812800,FALSE,100,12.5,979,54,23297,2779.155155,0,1273,0,1.29E+07,1.918705569,3.940891445,33524,433.5105105,0,0,0,5967481.445,7.660130809,70.29761764,23297,2835.930541,2,1327,4,1.30E+07,1.897031787,3.84381768,33524,8019.944444,82,6245.5,665,5.04E+07,1.476812202,2.408130233,8,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#8
320,1200,0,1000,1,2123,0.471,31000,8320800,FALSE,100,12.5,931,62,19975,2925.852853,0,1491,0,1.23E+07,1.500012002,1.849451754,46814,558.9409409,0,0,0,1.01E+07,8.713987925,94.10380398,19975,3139.556391,1,1705,3,1.26E+07,1.425570484,1.615420476,46814,9006.16129,75,6601.5,34223,8.79E+07,2.168185455,5.395136812,6,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#6
311,1200,0,1000,1,2123,0.471,31000,7863200,FALSE,100,12.5,946,58,20394,2582.755756,0,843,0,1.30E+07,1.898957248,3.428342974,56598,487.1711712,0,0,0,1.03E+07,11.18163138,156.3532606,20394,2727.455603,1,989.5,4,1.34E+07,1.831344188,3.139087661,56598,8391.103448,87,4613.5,558,1.13E+08,2.831897151,9.398177301,5,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#5
311,1200,0,1000,1,2123,0.471,31000,7863200,FALSE,100,12.5,979,54,23385,2798.581582,0,1277,0,1.30E+07,1.910403439,3.897826173,33524,433.5105105,0,0,0,5967481.445,7.660130809,70.29761764,23385,2855.75383,2,1352,4,1.31E+07,1.88877891,3.801512498,33524,8019.944444,82,6245.5,665,5.04E+07,1.476812202,2.408130233,8,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#8
312,1200,0,1000,1,2123,0.471,31000,7913600,FALSE,100,12.5,976,69,14512,2835.77978,0,1753,0,8706940.539,1.240866014,0.856953976,21855,431.5625626,0,0,0,4571071.27,6.305092472,44.51173163,14512,2902.606557,2,1845.5,3,8718164.245,1.220637125,0.804068197,21855,6248.275362,71,4747,545,3.02E+07,1.096707137,0.546088535,7,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#7
321,1200,0,1000,1,2123,0.471,31500,8372800,FALSE,100,12.5,935,62,19975,2943.970971,0,1491,0,1.24E+07,1.496274939,1.836014654,46814,558.9409409,0,0,0,1.01E+07,8.713987925,94.10380398,19975,3145.483422,1,1714,3,1.27E+07,1.426378427,1.616557018,46814,9006.16129,75,6601.5,34223,8.79E+07,2.168185455,5.395136812,6,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#6
312,1200,0,1000,1,2123,0.471,31000,7913600,FALSE,100,12.5,979,54,23514,2817.614615,0,1285,0,1.31E+07,1.904117863,3.869287902,33524,433.5105105,0,0,0,5967481.445,7.660130809,70.29761764,23514,2875.175689,2,1362,4,1.32E+07,1.882543654,3.773613484,33524,8019.944444,82,6245.5,665,5.04E+07,1.476812202,2.408130233,8,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#8
313,1200,0,1000,1,2123,0.471,31000,7964000,FALSE,100,12.5,976,69,14665,2854.550551,0,1766,0,8794866.2,1.24012582,0.858113583,21855,431.5625626,0,0,0,4571071.27,6.305092472,44.51173163,14665,2921.819672,2,1861.5,3,8805585.007,1.220006042,0.805545254,21855,6248.275362,71,4747,545,3.02E+07,1.096707137,0.546088535,7,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#7
312,1200,0,1000,1,2123,0.471,31000,7913600,FALSE,100,12.5,947,58,20551,2600.013013,0,850,0,1.32E+07,1.89622497,3.424640445,56598,487.1711712,0,0,0,1.03E+07,11.18163138,156.3532606,20551,2742.780359,1,1027,4,1.35E+07,1.830064895,3.141912161,56598,8391.103448,87,4613.5,558,1.13E+08,2.831897151,9.398177301,5,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#5
322,1200,0,1000,1,2123,0.471,31500,8424800,FALSE,100,12.5,937,62,19975,2961.455455,0,1501,0,1.25E+07,1.492973493,1.824496493,46814,558.9409409,0,0,0,1.01E+07,8.713987925,94.10380398,19975,3157.410886,1,1733,3,1.27E+07,1.425474832,1.612942248,46814,9006.16129,75,6601.5,34223,8.79E+07,2.168185455,5.395136812,6,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#6
314,1200,0,1000,1,2123,0.471,31000,8014400,FALSE,100,12.5,977,69,14742,2873.282282,0,1780,0,8883815.179,1.238017722,0.85173255,21855,431.5625626,0,0,0,4571071.27,6.305092472,44.51173163,14742,2937.9826,2,1872,3,8893781.941,1.218825064,0.801655322,21855,6248.275362,71,4747,545,3.02E+07,1.096707137,0.546088535,7,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#7
313,1200,0,1000,1,2123,0.471,31000,7964000,FALSE,100,12.5,979,54,23581,2836.744745,0,1299,0,1.32E+07,1.896515312,3.827969744,33524,433.5105105,0,0,0,5967481.445,7.660130809,70.29761764,23581,2894.696629,2,1373,4,1.33E+07,1.874971558,3.732925099,33524,8019.944444,82,6245.5,665,5.04E+07,1.476812202,2.408130233,8,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#8
323,1200,0,1000,1,2123,0.471,31500,8476800,FALSE,100,12.5,940,62,19975,2979.772773,0,1519,0,1.26E+07,1.488909749,1.808963284,46814,558.9409409,0,0,0,1.01E+07,8.713987925,94.10380398,19975,3166.801064,1,1772,33,1.28E+07,1.424786619,1.608419655,46814,9006.16129,75,6601.5,34223,8.79E+07,2.168185455,5.395136812,6,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#6
313,1200,0,1000,1,2123,0.471,31000,7964000,FALSE,100,12.5,947,59,20652,2618.194194,0,862,0,1.33E+07,1.891297961,3.4084486,65240,510.6216216,0,0,0,1.16E+07,11.89231233,181.5042066,20652,2761.959873,1,1040,4,1.36E+07,1.825324182,3.127337096,65240,8645.949153,87,4682,558,1.28E+08,3.147439229,12.17248089,5,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#5
315,1200,0,1000,1,2123,0.471,31000,8064800,FALSE,100,12.5,977,69,14785,2892.71972,0,1788,0,8976954.987,1.234520584,0.839183014,21855,431.5625626,0,0,0,4571071.27,6.305092472,44.51173163,14785,2957.857728,2,1874,3,8986438.016,1.215371582,0.78936837,21855,6248.275362,71,4747,545,3.02E+07,1.096707137,0.546088535,7,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#7
314,1200,0,1000,1,2123,0.471,31000,8014400,FALSE,100,12.5,947,60,20767,2636.523524,0,862,0,1.34E+07,1.887217847,3.393775122,65240,520.8728729,0,0,0,1.17E+07,11.76226351,178.4506751,20767,2781.295671,1,1060,4,1.37E+07,1.82142821,3.114096367,65240,8672.533333,87,4718,558,1.25E+08,3.163674534,12.3696529,5,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#5
324,1200,0,1000,1,2123,0.471,31500,8528800,FALSE,100,12.5,941,62,19975,2998.545546,0,1539,0,1.27E+07,1.484697517,1.792089206,46814,558.9409409,0,0,0,1.01E+07,8.713987925,94.10380398,19975,3183.365569,1,1773,35,1.29E+07,1.421784049,1.59594658,46814,9006.16129,75,6601.5,34223,8.79E+07,2.168185455,5.395136812,6,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#6
314,1200,0,1000,1,2123,0.471,31000,8014400,FALSE,100,12.5,979,55,23739,2856.135135,0,1301,0,1.34E+07,1.891766546,3.807814474,33524,453.6546547,0,0,0,6326532.88,7.398695031,64.87146181,23739,2914.483146,2,1381,4,1.35E+07,1.870278093,3.713318228,33524,8240.018182,82,6383,665,5.16E+07,1.366129867,1.959305494,8,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#8
325,1200,0,1000,1,2123,0.471,31500,8580800,FALSE,100,12.5,942,62,19975,3016.096096,0,1561,0,1.28E+07,1.481139964,1.777019685,46814,558.9409409,0,0,0,1.01E+07,8.713987925,94.10380398,19975,3198.598726,1,1809,35,1.30E+07,1.419477459,1.585208276,46814,9006.16129,75,6601.5,34223,8.79E+07,2.168185455,5.395136812,6,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#6
315,1200,0,1000,1,2123,0.471,31000,8064800,FALSE,100,12.5,980,55,23784,2874.820821,0,1301,0,1.35E+07,1.884643544,3.766992846,33524,453.6546547,0,0,0,6326532.88,7.398695031,64.87146181,23784,2930.557143,2,1390,4,1.36E+07,1.864263974,3.67776463,33524,8240.018182,82,6383,665,5.16E+07,1.366129867,1.959305494,8,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#8
316,1200,0,1000,1,2123,0.471,31500,8116000,FALSE,100,12.5,977,69,14854,2911.406406,0,1801,0,9074082.574,1.232705651,0.832371058,21855,431.5625626,0,0,0,4571071.27,6.305092472,44.51173163,14854,2976.9652,2,1891,3,9083255.109,1.21359969,0.782721881,21855,6248.275362,71,4747,545,3.02E+07,1.096707137,0.546088535,7,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#7
315,1200,0,1000,1,2123,0.471,31000,8064800,FALSE,100,12.5,948,60,20935,2656.11011,0,918,0,1.35E+07,1.883792298,3.384851203,65240,520.8728729,0,0,0,1.17E+07,11.76226351,178.4506751,20935,2799.00211,1,1071.5,4,1.39E+07,1.819482957,3.111863682,65240,8672.533333,87,4718,558,1.25E+08,3.163674534,12.3696529,5,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#5
326,1200,0,1000,1,2123,0.471,32000,8633600,FALSE,100,12.5,943,62,19975,3034.432432,0,1573,0,1.29E+07,1.477829806,1.767422668,46814,558.9409409,0,0,0,1.01E+07,8.713987925,94.10380398,19975,3214.632025,1,1838,3,1.31E+07,1.417463571,1.580119556,46814,9006.16129,75,6601.5,34223,8.79E+07,2.168185455,5.395136812,6,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#6
316,1200,0,1000,1,2123,0.471,31500,8116000,FALSE,100,12.5,980,55,23830,2892.814815,0,1314,0,1.36E+07,1.878513199,3.733051903,33524,453.6546547,0,0,0,6326532.88,7.398695031,64.87146181,23830,2948.9,2,1395.5,4,1.37E+07,1.858175105,3.644360986,33524,8240.018182,82,6383,665,5.16E+07,1.366129867,1.959305494,8,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#8
317,1200,0,1000,1,2123,0.471,31500,8167200,FALSE,100,12.5,977,69,14902,2930.462462,0,1829,0,9172237.622,1.231382329,0.826039395,21855,431.5625626,0,0,0,4571071.27,6.305092472,44.51173163,14902,2996.450358,2,1896,3,9181056.834,1.212336496,0.776532753,21855,6248.275362,71,4747,545,3.02E+07,1.096707137,0.546088535,7,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#7
316,1200,0,1000,1,2123,0.471,31500,8116000,FALSE,100,12.5,951,60,21126,2675.105105,0,923,0,1.37E+07,1.880363369,3.372797146,65240,520.8728729,0,0,0,1.17E+07,11.76226351,178.4506751,21126,2810.126183,1,1067,4,1.40E+07,1.82000238,3.116787229,65240,8672.533333,87,4718,558,1.25E+08,3.163674534,12.3696529,5,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#5
318,1200,0,1000,1,2123,0.471,31500,8218400,FALSE,100,12.5,979,69,14926,2948.835836,0,1863,0,9253864.498,1.227326241,0.809908523,21855,431.5625626,0,0,0,4571071.27,6.305092472,44.51173163,14926,3009.07763,1,1896,3,9261647.495,1.210025981,0.765046223,21855,6248.275362,71,4747,545,3.02E+07,1.096707137,0.546088535,7,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#7
317,1200,0,1000,1,2123,0.471,31500,8167200,FALSE,100,12.5,981,55,23929,2911.448448,0,1336,0,1.37E+07,1.871152309,3.697278135,33524,453.6546547,0,0,0,6326532.88,7.398695031,64.87146181,23929,2964.869521,2,1396,4,1.38E+07,1.851913681,3.613796545,33524,8240.018182,82,6383,665,5.16E+07,1.366129867,1.959305494,8,|Dur=1200.0 (s)|Pop=1000|Spe=1.00 (m/s)|ETI=5.0 (s)|DTI=0.20 (m)|Den=0.000|TPa=120000|Dec=N;CT=N/A|Rad=2.50 (m)|Run#8
