Date,Day_LST_mean,Night_LST_mean,LST_mean
2015-06-29,27.922013576258934,15.079722936211812,21.545704427085134
2015-06-30,,,
2015-07-01,26.64688456851455,15.589741243051755,21.158243251838222
2015-07-02,23.284904500652406,13.464908518394271,18.006162609786738
2015-07-03,25.727799655958044,14.005614835212869,20.07493280358378
2015-07-04,26.906337123260123,14.182839145250956,20.542455198101486
2015-07-05,25.46005472273434,14.091315533271974,19.86856970441268
2015-07-06,27.338554013218854,16.820272661798914,21.909052341479995
2015-07-07,24.528058914190233,13.702754936950926,18.765515413942182
2015-07-08,24.39356580423822,13.739722520645241,19.449428877805616
2015-07-09,,10.890099556160276,
2015-07-10,26.328699191146676,12.711883261237904,19.578631208778496
2015-07-11,25.339907496873018,11.894522614805544,18.416803160431183
2015-07-12,26.950126193169268,13.24872424804063,20.098250957446954
2015-07-13,29.22911392890159,14.22988711986614,21.697208279095687
2015-07-14,26.78731478537195,15.345613128670292,21.064055134813188
2015-07-15,26.438789839065738,13.70490614642052,20.237235965132058
2015-07-16,23.911775136738733,,
2015-07-17,,14.038180491375716,
2015-07-18,28.323866013091056,13.471623790819791,21.107868760307202
2015-07-19,29.910795375364017,16.33317972157732,23.219526333101843
2015-07-20,30.23193961723161,15.027425930495827,22.65001762411903
2015-07-21,27.904583323492314,15.721239778589311,22.004718670841573
2015-07-22,26.179900974348794,16.79682488981057,
2015-07-23,24.962990371723357,15.069953010215238,18.86825212314575
2015-07-24,30.174168204679752,15.315887373909893,22.766089416554706
2015-07-25,,14.70036653461856,
2015-07-26,30.224058428589068,16.00883016223558,23.115688969579644
2015-07-27,24.963278926538518,15.0092839248947,20.55688178157187
2015-07-28,25.750924075882,15.725158898964896,20.580997016514235
2015-07-29,29.97304335742535,16.367738416805523,23.17453177262436
2015-07-30,27.473958203584715,16.267122071234006,21.83448099858295
2015-07-31,31.581244878238273,16.77306423273585,24.170828784817857
2015-08-01,,,
2015-08-02,27.502988180054068,14.206251488604668,20.881395544142016
2015-08-03,24.995598833949163,12.360039780045058,18.952942862257288
2015-08-04,28.48326106270599,11.895461334509505,20.188611726580778
2015-08-05,29.19248149989649,13.388227796715583,21.273491979580562
2015-08-06,28.0099465419621,15.106869202339334,21.5618559685025
2015-08-07,28.48885464274879,14.45619992668166,21.598903919033347
2015-08-08,27.022995310298388,12.107465671264686,19.823062758041143
2015-08-09,29.739623931577714,13.372351521080525,21.65561727264475
2015-08-10,,14.023295794800381,
2015-08-11,31.171075584238764,15.161530512447765,23.174397564425316
2015-08-12,30.201274554040648,14.865501159722545,22.545401387980075
2015-08-13,29.72094954738633,15.04492548751149,22.342685698842725
2015-08-14,32.060668368486134,15.632408757075245,23.842861254359995
2015-08-15,27.310604206594938,16.645520929344855,21.861769743700087
2015-08-16,34.088004682414464,17.463809488788673,25.789042753270813
2015-08-17,29.27158074777262,,
2015-08-18,33.56418580542536,16.288249242718017,24.926835050098457
2015-08-19,30.916765528521783,15.192802230744695,23.280792850489096
2015-08-20,33.53420403502843,17.29668993526296,25.415130595278228
2015-08-21,32.99405178679946,16.752101189863332,24.86492317224761
2015-08-22,31.08364714748515,16.09151820340407,23.57918257036056
2015-08-23,34.27694969218188,18.521090017268865,26.39678186646584
2015-08-24,25.139568736418358,16.47760970798419,21.35292189293194
2015-08-25,33.62875196570278,17.55907959142644,25.591119926693047
2015-08-26,,16.14378470360367,
2015-08-27,33.46975437667786,17.138142615054054,25.284744981324256
2015-08-28,32.696137488774724,16.09459051041263,24.377178485848567
2015-08-29,32.43861973973972,17.096421506241132,24.760254369741496
2015-08-30,34.168997985851554,17.84738482348642,26.030774249370243
2015-08-31,30.579804300082337,16.723765654726357,23.65424782322244
2015-09-01,35.30200999510043,17.149217531917397,26.200803482333402
2015-09-02,29.284041033401362,,
2015-09-03,36.520681526964225,20.320622712978363,28.36415372293394
2015-09-04,29.47014002807622,18.072380855590424,24.057879780597432
2015-09-05,32.43587653984916,18.773466971489242,25.750790633008005
2015-09-06,34.69185633849727,17.80945164310991,26.36045339060073
2015-09-07,31.268048894270326,18.17808808326886,24.75192679143968
2015-09-08,37.19637979426784,17.71532998719533,27.455584304936895
2015-09-09,31.923646278964192,17.522002800634606,24.72552872948288
2015-09-10,37.705691075353286,18.13816843946284,27.921666543320153
2015-09-11,,18.623187119116842,
2015-09-12,34.208129398689195,19.477521769010547,27.021121139470313
2015-09-13,,14.769251258272067,
2015-09-14,30.154712456772554,14.479934197346747,23.304918533554385
2015-09-15,30.733331465570537,14.603825460930107,22.99644749634701
2015-09-16,35.618515264591366,17.350236421419915,26.481750946815247
2015-09-17,38.113006351524774,18.764391726196248,28.440186883094515
2015-09-18,33.28146300840338,,
2015-09-19,41.5922007998127,21.82166435568324,31.71562837535902
2015-09-20,30.187555572729334,18.0244990774569,24.490206706238002
2015-09-21,37.68934309905889,19.475653683958974,28.565122676376514
2015-09-22,39.07902767418427,19.580083164717497,29.192933392197826
2015-09-23,37.45064097125017,21.123971307676264,29.217484234939526
2015-09-24,35.6815479362347,20.110340622803612,27.964021268962156
2015-09-25,25.50356485604039,18.493057656499055,19.35374478732281
2015-09-26,34.48772774024702,19.74040236953151,26.825337388350622
2015-09-27,,18.254356033262486,
2015-09-28,41.77366047301461,20.59392800607759,31.158745465292846
2015-09-29,40.25771665663522,,
2015-09-30,39.022177685431046,21.44834789951504,30.495287665336903
2015-10-01,37.3843161039224,20.809027531057286,29.53590641474902
2015-10-02,35.4171871585512,22.314105274612253,29.361258004959037
2015-10-03,40.87686350870363,21.438628403756084,31.390775827347948
2015-10-04,35.54907527608393,,
2015-10-05,43.3448410298866,22.543238076211516,33.49608920229397
2015-10-06,35.9526710479757,21.93858952972266,29.03419992022708
2015-10-07,42.99628812088739,22.755027358817284,32.80979979840054
2015-10-08,43.44500697444193,20.800425154948908,32.1231093098555
2015-10-09,42.85036828654593,22.171033029777913,32.510194133427795
2015-10-10,44.693338337763024,22.01849955672538,33.23488960724086
2015-10-11,39.2502123597392,21.574608861911273,30.81634943919937
2015-10-12,46.73563286732814,22.661863989824244,34.65318108877192
2015-10-13,,22.35462659644574,
2015-10-14,45.71006275512299,23.44226064105532,34.465434456731295
2015-10-15,41.98861589994743,22.07157393501005,31.963750391628476
2015-10-16,42.490168151732504,22.97682252409395,32.991322664449086
2015-10-17,40.464969161589195,22.45228712938005,31.803774880926024
2015-10-18,35.221150731986675,21.20339103136052,28.09962976231266
2015-10-19,44.38766448698508,21.504126491698063,32.947994950343165
2015-10-20,37.0545057079409,,
2015-10-21,42.233876116351226,21.515566987318273,31.934074231472188
2015-10-22,29.19050489763149,19.738667275350714,24.864729849424293
2015-10-23,36.12519969455936,20.09854856910039,29.54361673928766
2015-10-24,43.23234509507626,21.277499836447575,31.80777805324507
2015-10-25,43.9206843163692,22.338572963156768,33.16379382856986
2015-10-26,45.17618968659866,22.036701486410685,33.67388029012681
2015-10-27,36.53382199666315,20.494419652642343,28.673214540982315
2015-10-28,45.278756073451845,21.284849509096123,33.21380361987231
2015-10-29,,19.759603182630432,
2015-10-30,42.73697326535217,,
2015-10-31,38.55753154877654,21.5570908002905,30.46250105187501
2015-11-01,44.289266928164416,24.112124439318418,34.214606145296955
2015-11-02,42.014243392244744,24.74635752750134,33.427791778555175
2015-11-03,43.614954157415525,,
2015-11-04,,,
2015-11-05,17.690000000000055,,
2015-11-06,38.427871636124046,17.436770825141558,27.995622467960313
2015-11-07,39.98750416184798,17.45394519783365,28.998549258105285
2015-11-08,45.66997708287392,20.631759823515615,33.19035125575331
2015-11-09,38.74461755147403,21.117483862415106,30.241663298692664
2015-11-10,39.40006022747131,19.941507145861063,26.86000000000003
2015-11-11,41.74124514857551,19.261808994694228,30.901821055592528
2015-11-12,41.58250093782246,22.48441055673711,32.03082257834994
2015-11-13,48.33701217862413,24.259843379618435,36.23462772354319
2015-11-14,,24.04213691944998,
2015-11-15,47.669578901057555,22.384671184652206,36.09562143652621
2015-11-16,44.16945212765844,,
2015-11-17,42.16842520036511,23.30282764906136,32.858669269904006
2015-11-18,41.794386145620635,21.519716013082324,31.743334739557532
2015-11-19,44.05085307816149,23.953222633244103,34.14719512195125
2015-11-20,44.0762222690976,23.493647802538145,34.00221226647733
2015-11-21,39.82225115837614,,
2015-11-22,45.41406000817845,22.831269366042154,34.793295287857646
2015-11-23,,,
2015-11-24,40.97564261852354,20.685309023395337,30.7431084462979
2015-11-25,43.92130617531996,20.17633323067916,32.038392611166834
2015-11-26,47.26209001188419,20.240700254279094,34.1899385723205
2015-11-27,42.69973186550764,24.56323463230813,33.66462657648083
2015-11-28,39.00726006151951,,
2015-11-29,36.95921362089933,21.08541384647471,29.2056103098126
2015-11-30,,,
2015-12-01,42.78589918630945,22.49503327135985,32.0224427319293
2015-12-02,39.298891908518044,22.299444347827645,30.492933147086212
2015-12-03,41.22848733579052,,
2015-12-04,39.79475152270083,21.2169208867045,30.770418191730652
2015-12-05,33.673555304792814,19.722704553821412,27.478285714285736
2015-12-06,38.74887337919784,22.392930173710766,30.47530841594792
2015-12-07,33.169282812813094,,
2015-12-08,41.566927892317594,22.59494597035985,32.41018635416894
2015-12-09,34.81240275694457,24.033143538086808,29.763344588066563
2015-12-10,46.27534374231867,26.08737549620982,36.22223035057347
2015-12-11,39.541955184132874,21.516007544210243,30.74232749374331
2015-12-12,41.27152463045672,24.276229508196757,31.831147540983633
2015-12-13,42.31963797409481,21.46189205713971,33.56445299615175
2015-12-14,,,
2015-12-15,38.20074070013379,14.338000000000035,
2015-12-16,,,
2015-12-17,33.290468181408784,,
2015-12-18,,,
2015-12-19,33.639680932719294,,
2015-12-20,25.2675454467238,,
2015-12-21,25.835970467530345,19.92415319108732,25.566330221834246
2015-12-22,32.78968595931897,20.67802302233136,26.975752775241666
2015-12-23,26.318034482758588,,
2015-12-24,32.333664430464985,,
2015-12-25,33.9933333333334,,
2015-12-26,33.43323033958878,,
2015-12-27,31.06254779635516,21.22522799445418,26.089921320445562
2015-12-28,29.692535732511598,19.94340896499362,24.895609012793624
2015-12-29,28.453391314797326,21.460843188948843,24.886408490333356
2015-12-30,28.253946147264845,21.24582540836993,24.761010501374273
2015-12-31,34.82356309353095,21.81569009384862,28.639198366681082
2016-01-01,,21.10924021688621,
2016-01-02,37.23365224191123,22.859586659171804,30.04677497550877
2016-01-03,34.31701826217045,21.30676338303143,27.416255680958024
2016-01-04,34.29742626498245,22.229200707517652,28.651005581683318
2016-01-05,31.526493349482507,22.050676862891425,27.038203087818193
2016-01-06,29.2211044772807,22.660880511578107,26.205841676810746
2016-01-07,37.478148300982,24.425669895520613,30.813732098351377
2016-01-08,32.64761610518504,,
2016-01-09,34.739704411256064,22.88126006960139,28.841790191150782
2016-01-10,29.111832922728567,20.934800545524975,25.538068934883146
2016-01-11,39.26704798454717,22.904336832403317,31.148256629907568
2016-01-12,38.15145562099238,18.95888857297207,23.888064839572223
2016-01-13,30.63328275307641,17.786807817589597,
2016-01-14,33.52433896571915,,
2016-01-15,24.894941943827526,,
2016-01-16,,,
2016-01-17,,,
2016-01-18,23.937011807447803,,
2016-01-19,19.552135922330137,14.880354687563921,15.35625000000003
2016-01-20,27.449841646318855,19.659136796932387,23.570828781610764
2016-01-21,30.42826561162208,20.47260123730706,25.448599712911548
2016-01-22,33.01882468252135,20.67611691419499,26.92159190777063
2016-01-23,34.09809581445294,22.528664382628552,28.31457004531267
2016-01-24,22.434339622641534,,
2016-01-25,34.28866055424654,20.280260533050416,28.762931193637737
2016-01-26,,,
2016-01-27,,,
2016-01-28,25.72657737426403,,
2016-01-29,27.05299722303677,,
2016-01-30,,,
2016-01-31,22.30500000000003,17.379522058823557,
